145421,위험한 중독,8.56,청소년 관람불가,드라마,최율권희,고원 황지후 류한홍,가정 폭력 수정과 재수생 윤 윤호 호 상처 공통점 연민 관계 내용 멜로 영화
133238,윈드랜드,8.1,전체 관람가,애니메이션,세르지오맨피오,김경희 탁원정 권문정 박상훈 윤세웅,바람 신비 나라 윈드 윈드랜드 랜드 마법 바람개비 사악 까마귀 마녀 평화 그곳 위기 거북이 할아버지 일당 납치 설상가상 윈드레인저 레인저 오해 감옥 아리 탑햇 디 디바 바 모비 비 홀 피 피오 6 6인방 인방 수
124840,윈터 슬립,8.21,15세 관람가,드라마,누리빌게제일란,할룩빌기너 멜리사소젠,전직 배우 배우이자 이자 작가 터키 카파 키 호텔 오셀로 운영 부 양심 도덕 공정 자비 사람 여동생 라 비판 독설 아내 위선적 모습 경멸 권태 서로 상처 불신 가난 세입자 아들 충격적 행동 수 시작 날 아침
101662,유고와 라라: 하늘고래와 구름섬 대모험,8.32,전체 관람가,애니메이션 코미디 판타지,왕운비,이재현 박리나 홍진욱 임채헌 윤세웅 유지원 권문정,마을 말썽꾸러기 유고 날 숲 속 찐빵 괴물 라 라라 중 하늘 고래 발견 호기심 구름 유고와 라라가 라가 도착 곳 인간 수 신비 구름섬 섬 동물 마법 기한 탐험 시작 3 3일 전설 마지막 멍텅구리 곰 곰아저씨 아저씨 도움 집 기회 호랑 장군 여우 대사 계략 친구 위기 4 4월 9 9일 역대 역대급 급 사고 사고뭉치 뭉치 영웅 스펙타클 모험
93233,유닛 7,4.2,청소년 관람불가,드라마 범죄 액션,알베르토로드리게즈,안토니오데라토르레 마리오카사스,1992 세비야 세계 박람회 도시 장악 마약 마약갱 갱 척결 임무 마약단속반 단속반 강력 강력7팀 7 팀 성과 별 밀매 사건 만 수사 7팀 날 이자 포 포주인 주인 마호가니 집 급습 대량 발견 이목 언론 관심 서장 신임 몸 이용 밀매상 상 수 최고 야심 신참 앙겔 성공 비합법 방법 폭력적 방식 반감 라파엘 갈등 위기 위험
138960,유미의 방,10.0,15세 관람가, , ,손담비 이이경 윤진욱 현우 박진주,진정 취향 행복 싱글 싱글녀 녀 유미 고군 고군분투 분투 성장 스토리 시트콤
143278,유부녀:납치감금,0.0,청소년 관람불가,멜로/로맨스 액션,쿠와하라마사히데,하야마레이코,괴력 소유자 츠 츠시 시 불우 시절 성장 흉악 흉악범죄 범죄 형사 모리 모리무 무 검거 형무소 수감 수감중이 중이 타 타츠시 애인 살림 탈옥 감행 아내 강간 납치 이성 살해 생각 경찰 마찰 독단적 행방
143291,유부녀들,7.16,청소년 관람불가,멜로/로맨스 드라마,경석호,김소현 김하늘 한채유 박지찬 제동화 최은지,상가 안 미용실 방 호프집 여사장 남편 신선 남자 건물주 아르바이트 손님 마성 유부녀 매력 발산
143246,유부녀의 음담패설-실화,0.0,청소년 관람불가,에로,하세가와쿠니히로,모리시타리온,남편 승진 부장 생일 생일파티 파티 장기 장기자랑 자랑 준비 명 아내 평사원 아내인 인 사람 사람리 리 시 시노부 노부 레 레온 온 과장 루 루리 중 나이 직급 이유 무시 화가 그녀 힘 스트립 스트립쇼 쇼 선택 스트리퍼 활약 리 리온의 온의 도움 박차 날 잠자리 남편과장 저항 강제 리온 상대 모습 정사
100675,유아 낫 유,8.74,15세 관람가,드라마,조지C울프,힐러리스웽크 에미로섬 조쉬더하멜,머리 끝 발 완벽 피아니스트 이트 집 남편 화려 커리어 무장 그녀 친구 과의 파티 피아노 연주 날 손가락 근육 치의 실수 용납 순간 케이 루 루게릭 게 릭 병 청천 청천벽력 벽력 소식 위기 뜻 가수 지망생 벡 간병인 채용 주스 잔 제대 주방 초토화 최악 간병인이지만 동정 대신 진정 위로 마음 인생 대로 삶 케이트 모습 생애 처음 목표
122654,유에프오,5.23,청소년 관람불가,공포 SF,콜린미니한,브리터니엘렌 프레디스트로마 멜라니페퍼리아 제시모스,친구 부모님 오두막 주말 근처 며칠 전 원인 수 공포 사건 시작 납치 정부 외계인 지구인 외계 외계인과 인과 협정 척 마하 은폐
141882,유일랍미,7.5,15세 관람가, , ,오창석 이태임 유일 이민영,의도 남자 남자행세 행세 여자 상 전설 연애고 연애고수가 수가 연애 전무 최강 남 환 환골탈태 골 탈태 사육 프로젝트 드라마
134777,육룡이 나르샤,8.61,15세 관람가, ,신경수,김명민 유아인 신세경 변요한 윤균상 천호진,고려 거 거악 악 대항 몸 인물 이야기 성공 성공스토리 스토리
141718,육화의 용사,9.0,15세 관람가, ,타카하시타케오,,어둠 속 마신 눈 운명 신은 명의 용사 세상 힘 지상 지상최강 최강 자처 소년 아들렛 명 육화 용사중 중 선택 부활 저지 전장 약속 땅 인지 7 7명 직후 무 무환결계가 환 결 계가 작동 숲 누군가 1 1명 적임 서로 의심 제일 아들 아들렛 렛
139715,윤형빈의 팔도견문록,0.0,12세 관람가, , ,윤형빈,신 신개념 개념 펫 로드 리얼리티 프로그램 대한 대한민국 민국 전국 팔도 자연 속 반려 반려견 견 사람 이야기
139676,은밀한 방문자,3.36,청소년 관람불가,멜로/로맨스 스릴러,윤여창,박재훈 이채하 이설구 이유진,창수 필름 필름사진 사진 동호회 활동 사내 집 술 잠 포박 아내 겁 표정 광경 바라 생각 탈출 시도 분위기 수상
114277,은밀한 유혹,5.33,15세 관람가,범죄 멜로/로맨스,윤재구,임수정 유연석,친구 배신 사채 사채업자 업자 하루하루 희망 지연 지연임수정 임수정 그녀 앞 유능 비서 성열 성열유연석 유 연석 녀의 인생 거대 제안 천문학 재산 소유 마카오 카지노 그룹 회장 경영 상속 성공 시 절반 조건 만큼 위험 매력적 강한 호화 요트 사람 사이 긴장 의심 속 순조 진행 계획 죽음 게임 완벽 결말 진짜 거래 시작
122145,은하철도의 꿈,4.28,전체 관람가,애니메이션,니시쿠보미즈호,요코야마코타 이치무라마사치카 나카마유키에 야나기하라카나코,별빛 시 시코 코 섬 준페이 칸 형제 세계적 명작 동화 은하 은하철도 철도 밤 아버지 타츠오 영향 기차 놀이 우주 여행 상상 속 날 어른 평화 부모님 파 눈 소녀 친구 우정 밖 삶 180 책 품 동생 칸타 타 길 페 눈보라 날씨 추적 수용소 예상 여정
143507,은혼 4기,9.5,15세 관람가, ,미야와키치즈루,,외계인 습격 지구인 천인 사이 20 20여년 전쟁 대다수 무사 양이 양이지사 지사 참가 막강 힘 무릎 막부 침략 인정 조약 체결 폐 폐도령 도령 칼 세운 괴뢰 괴뢰정권 정권 내용 실제 쿠로 쿠로후 후 사건 모티브 현대 문화 우주선 감각 은발 사카 카 토키 동료 기상천외 생활 이야기
134826,음란한 가족,3.41,청소년 관람불가,코미디 드라마 가족,신정균,한수아 한가림 한성식 백익남 김영빈 김준성,지방 소읍 우체국 직 직원인 원인 연우 스물 살의 청춘 꿈 이십 이십대 대 황금 황금기의 기의 가운데 순수 성격 탓 시절 질풍 질풍노도 노도 삶 거리 인생 술 술은 커피 맛 그녀 주위 가족 말 딴판 책임감 제로 명목 아빠 미래 암울 대책 삼수생 남동생 나이 정도 할아버지 통제 통제불능 불능 늦둥이 막내 동생 남자 유일 관심사 여자 외지 복부인 손 다방 여종업원 양로원 신입 할머니 공 선 선교원 교원 여교사 애교 수준 사람 미용실 실질적 엄마 바람 날 성실 덕 평생 손목 번 첫사랑 봄 봄바람 배달 우편물 속 아날로그 시대 향수 자극 익명 편지 발견 계속 주인공 과장 규 준비 경계심 인규 처자식 유부남 줄 채 시작 24 24년 그것 운명 현실 야속 하다 수 사랑 즈음 애인 상대 친구 앞뒤 안 녀석 열정 감성 무방비 노출 설상 설상가상 가상 몸 마음 재산 흠모 사기꾼 가족사 최대 위기 앞 등불 갈등 봉합 음란 불량 애정 이야기
133164,음란한 꽃들의 정사  ,0.0,청소년 관람불가,에로,에모토토시로,아야나레이,일본 주요 역사서 중 하나인 인 고사기 정 정사인 사인 기와 발생 발생연도 연도 배경 자세 상황 건국 건국신화 신화 수록 역사적 가치 문학적 평가 작품 본디 이자 키 남 남신과 신과 이자나미 나미 여신 정사 차례 섬 출산 고통 도중 그녀 황천 음식 지상 수 이야기 모습 부탁
144129,음란한 화상 무삭제판,0.0,청소년 관람불가,멜로/로맨스,쿠니사와미노루,스이바라카나에,소설 수 노모 노모비디오 비디오 감독 유행 작가 작가여자 여자 몰두 음란 화상 화상남 남 흥분 변태 부부 동정 채 자살 오나 오나니스토인 니스 토인 유령 사연 고객 가정 최선 추천 옴니 옴니버스 버스 7 7회 회 구성 패러디 에로스 영화 경지 개척 007 레이블 최신작
133114,음악으로 통한다 2015 - 레미파노시앙트리오+위플래쉬,9.75, ,공연실황, ,RP3,앨범 수록 수록곡 곡 재즈 스탠더드 넘버 영화 위 위플래쉬 플래쉬 삽입곡 예정
143223,음탕한 여대생 기숙사,0.0,청소년 관람불가,에로,하세가와쿠니히로,미야지나나,일본 여대생 기숙사 시설 관리 관리인 취미 여학생 방 그녀 성격 잠자리 성향 파악 사실 리 학생 제각각 욕구 해소 여념 사용 명 성관계 자위 기구 남자 남자친구 친구 잠 자리 날 우편함 302 302호 호 미즈 미즈사 겨냥 선정적 내용 전단지 본 소행 판단 회수 그날 밤 수면제 투여 옷
143277,음탕한 유부녀의 수첩,0.0,청소년 관람불가, ,이시카와히토시,카와나마리코,남편 권유 레스토랑 경영 곳 요리사 키 키리 리 솜씨 운영 도움 웨이트리스 코 손 재료비 그녀 동요 가게 평판 때문 해고 날 착각 이후 정사 최고 요리 선언 위 군림 명령 메인 디시 사진
137377,응답하라 1988,6.52,15세 관람가, ,신원호,성동일 이일화 라미란 김성균 최무성 김선영 유재명 류혜영 혜리 류준열 고경표 박보검 안재홍 이동휘 최성원,쌍 쌍팔년도 년도 쌍문 쌍문동 동 골목 가족 코믹 가족극 극
133061,이규연의 스포트라이트,10.0, , , ,이규연,소외 이웃 복지 미래 과학 과학기술 기술 다양 분야 심층 취재 프로그램
129128,이그지스트,5.29,청소년 관람불가,공포,에두아르도산체스,도라매디슨버그 로저에드워즈 크리스오스본 데니스윌리엄슨 사무엘데이비스,명의 이십 대 친구 여름 날 주말 텍사스 산 속 여행 미지 존재 수 생각 휴가 휴가지로 지로 여정 장난 연속 차가 산골 정체 무언가 상황 역전 차 피 사고 흔적 확인 겁 파티 목적지 오두막 도착 그곳 여흥 정신 주변 사건
113165,이다,8.29,15세 관람가,드라마,파벨포리코브스키,아가타트르제부초우스카 아가타쿠레샤 요안나쿨릭,고아 수녀원 소녀 안 수녀 직전 유일 혈육 이모 다의 존재 그녀 유대인 본명 다라 뜻밖 이야기 혼란 부모님 죽음 가족사 비밀 동행 시작
112415,이메지네룸,8.06,15세 관람가,드라마 판타지 뮤지컬,스토브하르유,마리앤파리 퀸로드 프란시스X.맥카티,혼수상태 음악가 속 시절 눈사람의 매력 밖 눈사람 유혹 모험의 세계 평생 음악 빠려 등한시 아버지 임종 딸 집 유품 물건 정리 원망 원망만이 만이 하다 병상 수수께끼 꿈 세상 중 눈 단서 발견
113348,이미테이션 게임,8.8,15세 관람가,드라마 스릴러,모튼틸덤,베네딕트컴버배치 키이라나이틀리 매튜구드,순간 3 3명 명 사상 최악 위기 2 2차 차 세계 세계대전절대 대전 절대 해독 불가능 암호 마 연합군 속수무책 분야 수재 기밀 프로젝트 해독팀 팀 가동 천재 수학자 앨 앨런 런 튜 튜링베네딕트 링 베네 딕트 컴버 컴버배치은 배치 특별 기계 발명 24 24시간 완벽 체계 때문 좌절 튜링 전쟁 승리 수
98904,이민자,7.89,15세 관람가,드라마 미스터리 멜로/로맨스 스릴러,제임스그레이,마리옹꼬띠아르 호아킨피닉스 제레미레너,아메리칸 드림 뉴욕 엘리스 섬 도착 바 바동행 동행 여동생 입국 거부 빈민가 그녀 댄스홀 밴 밴디츠 디 츠 루 루스트 스트 브루노 도움 일자리 만남 수 선택 삶 운명 도 행복 희망 사랑 적 호스트 여인 마술사 시대 남녀 남녀새 새 인생
107781,이별까지 7일,7.8,12세 관람가,드라마,이시이유야,츠마부키사토시 하라다미에코 이케마츠소스케 나가츠카쿄조,건망증 생각 엄마 뇌 뇌종양 종양 말기 7 7일 시한 시한부 부 판정 직장 큰아들 대학생 작 아들 아빠 아빠평범 평범 삶 마지막 기억 소녀 얘기 수 서로 문제 시작 죽음 남 가족 일주일
138477,이브의 사랑,2.12,15세 관람가, ,이계준,윤세아 김민경 이재황 이동하 윤종화,친구 배신 여자 역경 고난 운명 극복 그린 드라마
95327,이스케이프,7.59,15세 관람가,액션 스릴러,존에릭도들,오웬윌슨 피어스브로스넌 레이크벨,해외 파견 파견근무 근무 외국 도착 한 가족 가족무방비 무방비 상태 역 역사상 사상 최악 테러 정체 수 자비 테러리스트 집단 타겟 눈 살해 상황 상황잭오 잭 윌슨 탈출 지옥 상대 대규모 테러집단24시간 24 내
143526,이어령의 100년 서재,0.0, , , ,이어령,광복 70 70년 미래 30 30년대한민국 대한 대한민국 민국 100 100년 이어령 서재 초대 과거 문 문학과 학과 정치 문화 문명 지식 통찰 시대 선도 우리나라 나라 대표 지성 생각 샘 창조 원천 자택 비밀스러운 꼬리 한국인 담론 감칠맛 무궁무진 히 히스토리텔링 스토리 텔 링 프로젝트 프로젝트노인 노인 사람 도서관 채 아프리카 속담 팔순 일제 무궁무진하다 하다 강점기 625 625전쟁 전쟁 산업화 몸 체험 삶 해독 앞 방향 이야기
135318,이엠쓰리,7.06,청소년 관람불가,범죄 드라마 스릴러,조크스야네스,안드레스도밍게스 벨키스갈베즈 오스카토레 데이비드라고,울 주인공 마약 절도 중심축 인생 마약상 상 라 눈 룰 적용 마이 마이애미 애 미 처절 뒷골목 이야기 시작
135611,이영돈PD가 간다,0.0,전체 관람가, , ,이영돈,돈 시선 세상 대한 대한민국 민국 탐사 탐사보도 보도 1 신뢰성 바탕 사회 다양 현상 프로그램 흥미 위주 접근 단순 고발 위 위주의 주의 필요 화두 고민 주요 목표
136689,이웃집 찰스,10.0,전체 관람가, , ,알렉스,세상 한국 땅 외국인 단순 여행 일시적 취업 학업 결혼 다양 이유 사회 정착 사람 리얼 적응 스토리 국적 성별 직업 나이 사연 고민 3 3명 명 이방인 개인별 맞춤 미션 고독 갈등 모습 속 소통 노력 과정 이면 과의 진정 교감 시도 신 신개념 개념 리얼리티 프로그램
142242,이웃집에 신이 산다,7.1,청소년 관람불가,코미디,자코반도마엘,브누와뽀엘부르드 욜랜드모로 까뜨린느드뇌브 프랑소아다미앙 필리그로인,유럽 브뤼셀 수상 아파트 그곳 심보 괴짜 신이 가정 인간 골탕 아내 자식 겐 소리 일쑤 진상 자체 신 아빠 행동 반발 사춘기 컴퓨터 해킹 지상 사람 날짜 문자 전송 세상 혼란 구원 방법 신약 신약성서 성서 새 담 6 6명 명 사도
145179,이탈리안 갱스터,0.0,15세 관람가,범죄 드라마,레나토드마리아,안드레아디카사 파올로마차텔리 루카미켈레티,30 30여 마피아 범죄 다양 뉴스 자료 영화 클립 이야기 재구성 독특 형식 드라마 연기 배우 차례 사연 가운데 맥락 영상 레이션 내용
134678,이혼변호사는 연애중,8.5,15세 관람가, ,박용순,조여정 연우진 심형탁 왕지원,변호사 부하 부하직원 직원 무시 사무장 직장 직장상사 상사 남녀 로맨스 드라마
133281,익스트랙션데이,5.5,15세 관람가,액션,매튜니나버,제레미니나버 앨리슨버스너 아론톰슨 댄시르,해독제 한다제이콥 기억 공장 괴한 수 공격 한편 대 대테러 테러 조직 생화학 무기 위협 시민 위치 추적
119553,익스트림 게임 : 서울어택,4.71,12세 관람가,액션 스릴러,밥브라운,천옌시 두효 김무영,익스 익스트림 트림 게임 전설 웨이보 위험 미션 도전 중 형 형인 인 자책감 날 동료 타일러 권유 거절 여동생 납치 서울 대회 출전 수 말 웨이 보 참가 삶 죽음 갈림길 고군 고군분투 분투 세력 겨냥 사실 구출
132954,익스트림 터미네이터,5.25,12세 관람가,액션 SF,앤드류벨웨어,버지니아로건,인조 인조인간과 인간과 로봇 인간 활동 대부분 담당 미래 시대 시대슈퍼컴퓨터 슈퍼컴퓨터 기계 첨단 기술 발전 고도 지능 정복 반란 자체 전투 생산 시작 제조 공장 공장이자 이자 본기 본기지인 지인 연구 센터 소수 정예 요원 투입 생각 막강 폭파 후 폭스 소령 홀 탈출 지구 전유물 명령 개조 암흑 세상 도래
119184,익스트림 피어,5.0,청소년 관람불가,공포 SF 스릴러,마이클코르빅,제임스드벨로 프란체스카세실 루이스맨다이어 다니엘코운츠,오랜만 친구 도심 네이트 셀 셀린 린 제이 릭 레이첼 5 5명 명 캠핑 혼령 총 기겁 나머지 평소 정신병 때문 생각 뒤 자살 병 생각하기 하기 부분 누나 셀린 방 설치 재생 장소 발견 캠핑장 장 두려움 이후 죽음 그림자
129816,인 허 플레이스,7.75,청소년 관람불가,드라마,알버트신,윤다경 안소요 길해연,하늘 주신 기회 부유 도시 여인 시골 농장 도착 곳 임신 십대 소녀 어머니 단 생활 방 안 모녀 하루하루 그녀 녀의 비밀리 입양 동의 임산부 삶 리듬 계획 예상 충돌 감정 파고 비밀 이야기 시작
29417,인간의 고독한 목소리,7.67,15세 관람가,드라마,알렉산더소쿠로프,안드레이그라도브,드레 플라토노프의 포 포투단 투 단 강 주인 기원 각색 소쿠로프 장편 데뷔작 러시아 혁명 당시 적 적군 군 소속 활동 니 키 고향 전쟁 가족 적 친구 류 류바 바 해진 10 10월 비판적 시선 이유 정부 기간 개봉 금지
138365,인간의 조건 - 도시농부,9.0,15세 관람가, ,원승연,윤종신 조정치 최현석 정태호 박성광,현대 문명 이기 속 사람 조건 고민 프로그램
145711,인간의 조건 - 집으로,1.0,15세 관람가, , ,안정환 최양락 조세호 남창희,자식 필요 부모 서로 빈자리 관계 리얼리티 프로그램
135302,인간의 조건 2,4.0, , , ,윤상현 은지원 봉태규 승재 현우 김재영,현대 문명 이기 속 사람 조건 고민 프로그램
136854,인도의 딸: 그날 버스에서 있었던 일,9.5,15세 관람가,다큐멘터리 범죄 가족,레슬리우드윈,,인도 딸 2012 2012년 6 6월 리 집단 강간 살인 사건 희생 한 여성 이야기 당시 23 23세로 세로 의대생 주인공 버스 안 명의 남자 전역 전례 저항 시위 사람 변화 국면 다큐멘터리 피해자 부모 가해자 변호인 입장 인터뷰 전세계 만연 폭력 문화 촉구
137405,인사이드 슈퍼레이스,0.0,15세 관람가, , ,,레이싱 편견 드라이빙 신 전쟁 2015 슈퍼 슈퍼레이스 레이스
115622,인사이드 아웃,9.08,전체 관람가,애니메이션 코미디,피트닥터,에이미포엘러 필리스스미스 민디캘링 빌헤이더 루이스블랙 케이틀린디아스 카일맥라클란 다이안레인,사람 머릿속 존재 감정 컨트롤 본부 그곳 철주 기쁨 슬픔 소심 후 새 환경 적응 라 라일리 일리 감 감정의 정의 신호 우연 실수 이탈 자라 마음 속 변화 다라 예전 모습 가야 기억 저장 세계 길 행복 수 일하루 하루 번 비밀
130796,인생 추적자 이재구,9.75,전체 관람가, ,김효언,박용우 유선 엄효섭 안석환 손화령,산업 산업재해 재해 전문 생계 생계형 형 노무사 이재 이재구 남자 죽음 사건 해결 진정 이야기
119447,인생면허시험,7.71,청소년 관람불가,코미디 드라마 멜로/로맨스,이자벨코이젯트,패트리시아클락슨 벤킹슬리 그레이스검머,뉴욕 지적 문학 문학평론가 평론가 디 패 패트리시 트리 시 7 7년 외도 반복 남편 이혼 요구 21 21년차 차 결혼 결혼생활 생활 위기 마음 시골 딸 운전 몫 엄두 의지 채 자책 중 인도 이민자 택시 택시운전수 운전수 르 킹 리 운전교습 교습 결심 자유 선사 사람 돌발 돌발행동 행동 침착 여유 대처 법 실생활 르완의 완의 가이드 운전대 도로 흔들림 확신 속 진정 홀 서기 시작
119452,인서전트,6.95,15세 관람가,SF 액션,로베르트슈벤트케,쉐일린우들리 테오제임스 케이트윈슬렛 나오미왓츠 매기큐 안셀엘고트 마일즈텔러 조니웨스턴 대니얼대킴,지식 에러 이트 용기 트리 평화 애 티 정직 캔 이타심 게이 게이션 션 개 분파 사람 구분 통제 미래 미래사회 사회 속 동시 다이버 다이버전트 전트 다이버전트들 정부 사회체제 체제 와해 위험 부류 지목 특별 운명 트리스쉐일린 스쉐 린 우 리 도망자 신세 최고 권력자 케이트 윈슬렛 음모 때문 엄마 아빠 친구 슬픔 분노 트리스 연인 포 포테오 테 제임스 정책 반기 분파체제 거부 무 무분파 반란군 인서전트 조직 전쟁 세계 비밀 상자 창 창시자 시자 메시지 다이 다이버전트가 버전 트가 상징 가지 시뮬레이션 테스트 통과 선택 거대 비밀자유 자유 반란 시스템 파괴
